number,number,number,string,string,string,number,number,number,string,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,string,string,string
1000,208,90,https://patchwiki.biligame.com/images/langrisser/thumb/d/db/21hmbe4nd0qa1p829dyijmxnkki7w6s.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E9%A9%AC%E6%9E%97%E5%85%8B.png,大元帅,6791a07df1014a639fcca77a,251,90,90,艾马林克,5001,368,30,20,150,458,0,0.05,0,0.05,0,0,0.35,0.15,0.35,0.1,受到攻击进入战斗时，遭受物理伤害降低10%。,部队血量高于80%时，伤害提升10%。,枪兵
1000,422,111,https://patchwiki.biligame.com/images/langrisser/thumb/9/92/qgca6jdj39yr9ba6mk1sdk09u47zrmy.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E6%A2%85%E8%BE%BE.png,曙光的恩眷,6791a07df1014a639fcca77c,535,90,90,艾梅达,3918,249,150,20,30,259,0,0,0.05,0,0,0,0.25,0.15,0.35,0.25,遭受范围伤害降低10%。,与具有“弱化效果”的部队战斗时，伤害提升10%。,SP法师
1000,408,81,https://patchwiki.biligame.com/images/langrisser/thumb/9/92/qgca6jdj39yr9ba6mk1sdk09u47zrmy.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E6%A2%85%E8%BE%BE.png,神使,6791a07df1014a639fcca77d,491,90,90,艾梅达,3227,230,150,20,30,311,0,0,0.05,0,0,0,0.2,0.1,0.3,0.35,部队血量100%时，遭受伤害降低10%。,主动攻击进入战斗时，伤害提升10%。,僧侣
1000,399,81,https://patchwiki.biligame.com/images/langrisser/thumb/9/92/qgca6jdj39yr9ba6mk1sdk09u47zrmy.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E6%A2%85%E8%BE%BE.png,圣者,6791a07df1014a639fcca77e,491,90,90,艾梅达,3378,250,150,20,30,311,0,0,0.05,0,0,0,0.2,0.1,0.3,0.35,部队血量高于80%时，遭受暴击率降低10%。,范围伤害提升10%。,僧侣
1000,239,101,https://patchwiki.biligame.com/images/langrisser/thumb/d/db/21hmbe4nd0qa1p829dyijmxnkki7w6s.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E9%A9%AC%E6%9E%97%E5%85%8B.png,骑士统帅,6791a07df1014a639fcca77b,251,90,90,艾马林克,4400,320,30,20,150,483,0,0.05,0,0.05,0,0,0.35,0.15,0.35,0.1,主动攻击进入战斗时，部队遭受伤害降低10%。,部队血量低于70%时，伤害提升10%。,骑兵
1000,329,90,https://patchwiki.biligame.com/images/langrisser/thumb/8/8e/lynodkh1xlr05cqbailfo3w183zgt9i.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E7%B1%B3%E8%8E%89%E4%BA%9A.png,圣枪统帅,6791a07df1014a639fcca77f,300,90,90,艾米莉亚,4584,392,30,20,150,376,0,0,0,0,0,0,0.4,0.1,0.15,0.35,部队血量高于80%时，遭受暴击率降低10%。,受到远程攻击进入战斗时，伤害提升10%。,枪兵
1000,356,90,https://patchwiki.biligame.com/images/langrisser/thumb/8/8e/lynodkh1xlr05cqbailfo3w183zgt9i.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E7%B1%B3%E8%8E%89%E4%BA%9A.png,圣骑统帅,6791a07df1014a639fcca780,300,90,90,艾米莉亚,4911,370,30,20,150,376,0,0,0,0,0,0,0.4,0.1,0.15,0.35,主动攻击进入战斗时，部队遭受伤害降低10%。,主动攻击进入战斗时，伤害提升10%。,僧侣
1000,197,96,https://patchwiki.biligame.com/images/langrisser/thumb/6/64/79suiochc21149l2vmshkscrlv6x4d5.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E4%B8%9D%E8%92%82%E5%B0%94.png,樱花无双,6791a07df1014a639fcca781,235,90,90,艾丝蒂尔,5352,413,30,20,150,481,0,0,0,0,0,0,0.4,0.1,0.35,0.15,部队血量高于80%时，进入战斗后遭受伤害降低10%。,部队血量高于80%时，进入战斗后伤害提升10%。,枪兵
1000,220,111,https://patchwiki.biligame.com/images/langrisser/thumb/6/64/79suiochc21149l2vmshkscrlv6x4d5.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E4%B8%9D%E8%92%82%E5%B0%94.png,烈波无双,6791a07df1014a639fcca782,235,90,90,艾丝蒂尔,5023,404,30,20,150,540,0,0,0,0,0,0,0.4,0.1,0.35,0.15,遭受范围伤害降低10%。,范围伤害提升10%。,枪兵
1000,280,190,https://patchwiki.biligame.com/images/langrisser/thumb/b/b8/mekey0838ii75hy3pfjb4b5p12tn2xq.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E5%B8%8C%E6%81%A9.png,荣光仡刃,6791a07df1014a639fcca783,243,90,90,艾希恩,4483,327,30,20,150,607,0,0,0,0,0,0,0.25,0.35,0.15,0.25,主动攻击进入战斗时，部队遭受伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,步兵
1000,312,171,https://patchwiki.biligame.com/images/langrisser/thumb/b/b8/mekey0838ii75hy3pfjb4b5p12tn2xq.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E5%B8%8C%E6%81%A9.png,凛空皓翼,6791a07df1014a639fcca784,267,90,90,艾希恩,4193,303,30,20,150,607,0,0,0,0,0,0,0.25,0.35,0.15,0.25,受到远程攻击时，遭受物理伤害降低10%。,本部队有5个以上的强化状态时，战斗中伤害提升10%。,飞兵
1000,244,183,https://patchwiki.biligame.com/images/langrisser/thumb/5/5a/0r7ptdyieol6e575y90f42jotpy4p2d.png/82px-%E5%A4%B4%E5%83%8F_%E7%88%B1%E5%85%8B%E9%9B%AA%E6%8B%89.png,漆黑皇女,6791a07df1014a639fcca785,247,90,90,爱克雪拉,4828,315,30,20,150,533,0,0.05,0,0,0,0,0.2,0.35,0.3,0.15,遭受治疗效果+10%。,范围伤害提升10%。,枪兵
1000,331,183,https://patchwiki.biligame.com/images/langrisser/thumb/5/5a/0r7ptdyieol6e575y90f42jotpy4p2d.png/82px-%E5%A4%B4%E5%83%8F_%E7%88%B1%E5%85%8B%E9%9B%AA%E6%8B%89.png,驭龙骑士,6791a07df1014a639fcca786,247,90,90,爱克雪拉,4218,291,30,20,150,561,0,0.05,0,0,0,0,0.2,0.35,0.3,0.15,遭受范围伤害降低10%。,本部队有7个以上的强化状态时，进入战斗后伤害提升10%。,飞兵
1000,378,85,https://patchwiki.biligame.com/images/langrisser/thumb/6/6e/9jsq4n51qdrxnj88mgzva2kwkixk5nz.png/82px-%E5%A4%B4%E5%83%8F_%E7%88%B1%E4%B8%BD%E4%B8%9D.png,梦幻之吻,6791a07df1014a639fcca787,441,90,90,爱丽丝,3083,247,150,20,30,313,0,0,0,0,0,0,0.35,0.1,0.2,0.3,部队血量低于50%时，遭受伤害降低10%。,主动攻击进入战斗时，士兵伤害提升20%。,僧侣
1000,314,110,https://patchwiki.biligame.com/images/langrisser/thumb/6/6e/9jsq4n51qdrxnj88mgzva2kwkixk5nz.png/82px-%E5%A4%B4%E5%83%8F_%E7%88%B1%E4%B8%BD%E4%B8%9D.png,光武·改/爱丽丝,6791a07df1014a639fcca788,477,90,90,爱丽丝,3525,277,150,20,30,288,0,0,0,0,0,0,0.35,0.1,0.2,0.3,部队血量高于80%时，遭受暴击率降低10%。,主动攻击进入战斗时，伤害提升10%。,法师
1000,246,115,https://patchwiki.biligame.com/images/langrisser/thumb/7/79/q1xzirnyoume0foydhp7ziwgykntjnt.png/82px-%E5%A4%B4%E5%83%8F_%E5%AE%89%E5%BE%B7%E9%87%8C%E5%A5%A5.png,突击骑士,6791a07df1014a639fcca789,230,90,90,安德里奥,4242,282,30,20,150,616,0,0,0,0,0,0,0.4,0.4,0.1,0.1,主动攻击进入战斗时，部队遭受伤害降低10%。,部队血量低于70%时，进入战斗后伤害提升10%。,骑兵
1000,275,115,https://patchwiki.biligame.com/images/langrisser/thumb/7/79/q1xzirnyoume0foydhp7ziwgykntjnt.png/82px-%E5%A4%B4%E5%83%8F_%E5%AE%89%E5%BE%B7%E9%87%8C%E5%A5%A5.png,狱渊统帅,6791a07df1014a639fcca78a,230,90,90,安德里奥,4574,293,30,20,150,585,0,0,0,0,0,0,0.4,0.4,0.1,0.1,遭受范围伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,骑兵
1000,371,85,https://patchwiki.biligame.com/images/langrisser/thumb/f/f4/cw1nreoz9s3sd80upe48xh1q4d8w4yl.png/82px-%E5%A4%B4%E5%83%8F_%E5%AE%89%E6%9D%B0%E4%B8%BD%E5%8D%A1.png,神使,6791a07df1014a639fcca78b,450,90,90,安杰丽卡,3186,255,150,20,30,319,0,0,0.1,0,0,0,0.35,0.1,0.35,0.15,受到攻击进入战斗时，遭受物理伤害降低10%。,主动攻击进入战斗时，士兵伤害提升20%。,僧侣
1000,320,110,https://patchwiki.biligame.com/images/langrisser/thumb/f/f4/cw1nreoz9s3sd80upe48xh1q4d8w4yl.png/82px-%E5%A4%B4%E5%83%8F_%E5%AE%89%E6%9D%B0%E4%B8%BD%E5%8D%A1.png,创造家,6791a07df1014a639fcca78c,450,90,90,安杰丽卡,3329,275,150,20,30,319,0,0,0.1,0,0,0,0.35,0.1,0.35,0.15,部队血量高于80%时，遭受暴击率降低10%。,受到攻击时，士兵伤害提升20%。,法师
1000,283,124,https://patchwiki.biligame.com/images/langrisser/thumb/d/d8/av50x89hswqfi8gf751ss1uql3nspvo.png/82px-%E5%A4%B4%E5%83%8F_%E5%AE%89%E6%B4%81%E4%B8%BD%E5%A8%9C.png,海骑统帅,6791a07df1014a639fcca78d,247,90,90,安洁丽娜,4586,339,30,20,150,547,0,0.05,0,0,0,0,0.2,0.2,0.35,0.25,在水中时，遭受物理伤害降低10%。,在水中时，物理伤害提升10%。,水兵
1000,339,178,https://patchwiki.biligame.com/images/langrisser/thumb/d/d8/av50x89hswqfi8gf751ss1uql3nspvo.png/82px-%E5%A4%B4%E5%83%8F_%E5%AE%89%E6%B4%81%E4%B8%BD%E5%A8%9C.png,龙骑统帅,6791a07df1014a639fcca78e,247,90,90,安洁丽娜,4265,313,30,20,150,577,0,0.05,0,0,0,0,0.2,0.2,0.35,0.25,部队血量低于70%时，进入战斗后遭受伤害降低10%。,部队血量低于70%时，进入战斗后伤害提升10%。,飞兵
1000,377,80,https://patchwiki.biligame.com/images/langrisser/thumb/8/8e/3dx0zkitdo1005l1ug5cuy3gopjgntf.png/82px-%E5%A4%B4%E5%83%8F_%E5%AE%89%E5%A8%9C.png,神使,6791a07df1014a639fcca78f,386,90,90,安娜,3044,229,150,20,30,311,0,0,0,0,0,0,0.1,0.1,0.35,0.35,遭受范围伤害降低10%。,治疗效果+10%。,僧侣
1000,378,87,https://patchwiki.biligame.com/images/langrisser/thumb/1/1d/g9mm6xhm12ik7vhlmy3vc807ogz532u.png/82px-%E5%A4%B4%E5%83%8F_%E5%AE%89%E5%85%B9%C2%B7%E4%B9%8C%E5%B0%94%C2%B7%E6%81%AD.png,巅峰不死者,6791a07df1014a639fcca790,552,90,90,安兹·乌尔·恭,3347,227,150,20,30,256,0,0,0.1,0,0,0,0.15,0.35,0.35,0.15,受到具有“弱化效果”的部队攻击进入战斗时，遭受伤害降低10%。,部队血量低于50%时，伤害提升10%。,法师
1000,387,113,https://patchwiki.biligame.com/images/langrisser/thumb/1/1d/g9mm6xhm12ik7vhlmy3vc807ogz532u.png/82px-%E5%A4%B4%E5%83%8F_%E5%AE%89%E5%85%B9%C2%B7%E4%B9%8C%E5%B0%94%C2%B7%E6%81%AD.png,死之统治者,6791a07df1014a639fcca791,552,90,90,安兹·乌尔·恭,3512,257,150,20,30,256,0,0,0.1,0,0,0,0.15,0.35,0.35,0.15,部队血量低于70%时，进入战斗后遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,魔物
1000,281,274,https://patchwiki.biligame.com/images/langrisser/thumb/f/f0/crd04zamrget4hvpxkcm0gzckreutyu.png/82px-%E5%A4%B4%E5%83%8F_%E5%A5%A5%E5%88%A9%E4%BD%9B.png,闪击统帅,6791a07df1014a639fcca793,233,90,90,奥利佛,3273,262,30,20,150,503,0,0.05,0,0,0,0,0.2,0.3,0.25,0.2,部队血量100%时，遭受暴击率降低10%。,本部队有6个以上的强化状态时，战斗中伤害提升10%。,刺客
1000,250,317,https://patchwiki.biligame.com/images/langrisser/thumb/f/f0/crd04zamrget4hvpxkcm0gzckreutyu.png/82px-%E5%A4%B4%E5%83%8F_%E5%A5%A5%E5%88%A9%E4%BD%9B.png,大统帅,6791a07df1014a639fcca792,233,90,90,奥利佛,3537,262,30,20,150,503,0,0.05,0,0,0,0,0.2,0.3,0.25,0.2,遭受范围伤害降低10%。,部队血量100%时，暴击率提升10%。,刺客
1000,317,192,https://patchwiki.biligame.com/images/langrisser/thumb/f/f3/36xy6fj2azf40ekgsp1woy33jobf1l8.png/82px-%E5%A4%B4%E5%83%8F_%E5%A5%A5%E5%88%A9%E7%BB%B4%E5%B0%94.png,帝国皇子,6791a07df1014a639fcca794,244,90,90,奥利维尔,3485,247,30,20,150,510,0,0.1,0,0,0,0,0.15,0.3,0.35,0.15,被血量百分比高于自身的部队攻击时，进入战斗后遭受伤害降低10%。,主动攻击血量百分比高于自身的部队时，进入战斗后伤害提升10%。,弓兵
1000,261,108,https://patchwiki.biligame.com/images/langrisser/thumb/5/55/2x8ajtxnvs107kc55t1bhcjy4u8lhxi.png/82px-%E5%A4%B4%E5%83%8F_%E5%A5%A5%E6%89%98%E5%85%8B%E6%8B%89%E6%89%98%E5%9B%9B%E4%B8%96.png,皇家统帅,6791a07df1014a639fcca796,265,90,90,奥托克拉托四世,5067,386,30,20,150,535,0,0,0,0.05,0,0,0.4,0.1,0.4,0.1,遭受范围伤害率降低10%。,范围伤害提升10%。,步兵
1000,317,125,https://patchwiki.biligame.com/images/langrisser/thumb/f/f3/36xy6fj2azf40ekgsp1woy33jobf1l8.png/82px-%E5%A4%B4%E5%83%8F_%E5%A5%A5%E5%88%A9%E7%BB%B4%E5%B0%94.png,吟游诗人,6791a07df1014a639fcca795,244,90,90,奥利维尔,3913,276,30,20,150,481,0,0.1,0,0,0,0,0.15,0.3,0.35,0.15,受到攻击进入战斗时，遭受魔法伤害降低10%。,受到远程攻击进入战斗时，伤害提升10%。,弓兵
1000,261,143,https://patchwiki.biligame.com/images/langrisser/thumb/5/55/2x8ajtxnvs107kc55t1bhcjy4u8lhxi.png/82px-%E5%A4%B4%E5%83%8F_%E5%A5%A5%E6%89%98%E5%85%8B%E6%8B%89%E6%89%98%E5%9B%9B%E4%B8%96.png,皇帝,6791a07df1014a639fcca797,265,90,90,奥托克拉托四世,4748,364,30,20,150,564,0,0,0,0.05,0,0,0.4,0.1,0.4,0.1,攻击前每移动一格，部队遭受伤害降低3%（最高15%）。,受到物理攻击进入战斗时，伤害提升10%。,步兵
1000,290,135,https://patchwiki.biligame.com/images/langrisser/thumb/c/c2/nw3sft8lha8ll26e5xxtyapvbt1k996.png/82px-%E5%A4%B4%E5%83%8F_%E5%B7%B4%E6%81%A9%E5%93%88%E7%89%B9.png,统黯帝皇,6791a07df1014a639fcca798,260,90,90,巴恩哈特,5042,376,30,20,150,568,0,0.05,0,0,0,0,0.35,0.35,0.15,0.15,部队血量低于70%时，进入战斗后遭受伤害降低10%。,与血量百分比低于自身的部队交战时，进入战斗后伤害提升10%。,SP龙
1000,281,108,https://patchwiki.biligame.com/images/langrisser/thumb/c/c2/nw3sft8lha8ll26e5xxtyapvbt1k996.png/82px-%E5%A4%B4%E5%83%8F_%E5%B7%B4%E6%81%A9%E5%93%88%E7%89%B9.png,勇者,6791a07df1014a639fcca799,265,90,90,巴恩哈特,5039,403,30,20,150,519,0,0.05,0,0,0,0,0.35,0.35,0.15,0.15,遭受范围伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,步兵
1000,281,143,https://patchwiki.biligame.com/images/langrisser/thumb/c/c2/nw3sft8lha8ll26e5xxtyapvbt1k996.png/82px-%E5%A4%B4%E5%83%8F_%E5%B7%B4%E6%81%A9%E5%93%88%E7%89%B9.png,皇帝,6791a07df1014a639fcca79a,265,90,90,巴恩哈特,4723,380,30,20,150,546,0,0.05,0,0,0,0,0.35,0.35,0.15,0.15,主动攻击进入战斗时，部队遭受伤害降低10%。,范围伤害提升10%。,步兵
1000,247,90,https://patchwiki.biligame.com/images/langrisser/thumb/8/84/3edl25ml4af8sxgvzwtzqs8qiumdjdk.png/82px-%E5%A4%B4%E5%83%8F_%E5%B7%B4%E5%B0%94%E5%8A%A0%E6%96%AF.png,勇者,6791a07df1014a639fcca79b,231,90,90,巴尔加斯,4996,402,30,20,150,450,0,0,0,0.05,0,0,0.4,0.1,0.35,0.1,主动攻击进入战斗时，部队遭受伤害降低10%。,主动攻击进入战斗时，伤害提升10%。,步兵
1000,179,77,https://patchwiki.biligame.com/images/langrisser/thumb/8/84/3edl25ml4af8sxgvzwtzqs8qiumdjdk.png/82px-%E5%A4%B4%E5%83%8F_%E5%B7%B4%E5%B0%94%E5%8A%A0%E6%96%AF.png,皇家卫士,6791a07df1014a639fcca79c,210,90,90,巴尔加斯,5310,412,30,20,150,424,0,0,0,0.05,0,0,0.4,0.1,0.35,0.1,受到具有“弱化效果”的部队攻击进入战斗时，遭受伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,枪兵
1000,300,116,https://patchwiki.biligame.com/images/langrisser/thumb/f/f3/jvklqvrjofeqfnywhcfecbe4d3ja8do.png/82px-%E5%A4%B4%E5%83%8F_%E5%9D%82%E7%94%B0%E9%93%B6%E6%97%B6.png,万事屋之主,6791a07df1014a639fcca79d,257,90,90,坂田银时,4556,346,30,20,150,597,0,0,0,0,0,0,0.3,0.4,0.15,0.15,攻击前每移动1格，部队遭受伤害降低3%。（上限15%）,受到物理攻击进入战斗时，伤害提升10%。,步兵
1000,289,226,https://patchwiki.biligame.com/images/langrisser/thumb/f/f3/jvklqvrjofeqfnywhcfecbe4d3ja8do.png/82px-%E5%A4%B4%E5%83%8F_%E5%9D%82%E7%94%B0%E9%93%B6%E6%97%B6.png,剑圣,6791a07df1014a639fcca79e,283,90,90,坂田银时,4556,320,30,20,150,597,0,0,0,0,0,0,0.3,0.4,0.15,0.15,部队血量高于80%时，遭受暴击率降低10%。,受到攻击进入战斗时，暴击率提升10%。,步兵
1000,305,104,https://patchwiki.biligame.com/images/langrisser/thumb/c/c0/ecv5tkl64a1m35gvsnxecude6bwaboy.png/82px-%E5%A4%B4%E5%83%8F_%E8%B4%9D%E8%92%82.png,皇后,6791a07df1014a639fcca79f,249,90,90,贝蒂,4980,387,30,20,150,527,0,0.05,0,0.05,0,0,0.2,0.25,0.35,0.2,主动攻击进入战斗时，部队遭受伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,步兵
1000,305,137,https://patchwiki.biligame.com/images/langrisser/thumb/c/c0/ecv5tkl64a1m35gvsnxecude6bwaboy.png/82px-%E5%A4%B4%E5%83%8F_%E8%B4%9D%E8%92%82.png,剑士统帅,6791a07df1014a639fcca7a0,249,90,90,贝蒂,4665,364,30,20,150,555,0,0.05,0,0.05,0,0,0.2,0.25,0.35,0.2,部队血量高于80%时，遭受暴击伤害降低10%。,范围伤害提升10%。,步兵
1000,297,252,https://patchwiki.biligame.com/images/langrisser/thumb/6/63/2bq1qhxwxcv6pdkb1gq3nioygi6udk0.png/82px-%E5%A4%B4%E5%83%8F_%E6%AF%94%E8%90%9D%E8%92%82%E4%B8%9D.png,游侠,6791a07df1014a639fcca7a1,233,90,90,比萝蒂丝,3275,236,30,20,150,506,0,0.1,0,0,0,0,0.2,0.3,0.1,0.35,本部队有5个以上的强化状态时，战斗中遭受伤害降低10%。,本部队有5个以上的强化状态时，战斗中伤害提升10%。,弓兵
1000,244,325,https://patchwiki.biligame.com/images/langrisser/thumb/6/63/2bq1qhxwxcv6pdkb1gq3nioygi6udk0.png/82px-%E5%A4%B4%E5%83%8F_%E6%AF%94%E8%90%9D%E8%92%82%E4%B8%9D.png,黑妖刺客,6791a07df1014a639fcca7a2,233,90,90,比萝蒂丝,3700,254,30,20,150,506,0,0.1,0,0,0,0,0.2,0.3,0.1,0.35,部队血量低于70%时，进入战斗后遭受伤害降低10%。,部队血量高于80%时，暴击率提升10%。,刺客
1000,242,159,https://patchwiki.biligame.com/images/langrisser/thumb/8/82/kfiu3rvxm6fomix4a1za7xttcno2m6p.png/82px-%E5%A4%B4%E5%83%8F_%E6%B3%A2%E8%8E%89%E9%98%BF%E9%B2%81.png,斗神,6791a07df1014a639fcca7a3,233,90,90,波莉阿鲁,4871,362,30,20,150,583,0,0,0,0,0,0,0.4,0.25,0.25,0.1,被血量百分比高于自身的部队攻击时，进入战斗后遭受伤害降低10%。,主动攻击血量百分比高于自身的部队时，进入战斗后伤害提升10%。,枪兵
1000,297,143,https://patchwiki.biligame.com/images/langrisser/thumb/8/82/kfiu3rvxm6fomix4a1za7xttcno2m6p.png/82px-%E5%A4%B4%E5%83%8F_%E6%B3%A2%E8%8E%89%E9%98%BF%E9%B2%81.png,触灵行者,6791a07df1014a639fcca7a4,256,90,90,波莉阿鲁,4555,362,30,20,150,583,0,0,0,0,0,0,0.4,0.25,0.25,0.1,部队血量高于80%时，遭受暴击率降低10%。,部队血量低于70%时，伤害提升10%。,僧侣
1000,387,88,https://patchwiki.biligame.com/images/langrisser/thumb/b/bd/h1gi79zp5isqcl077i5oi598wwcukap.png/82px-%E5%A4%B4%E5%83%8F_%E6%B3%A2%E8%B5%9E%E9%B2%81.png,死神领主,6791a07df1014a639fcca7a5,407,90,90,波赞鲁,4737,309,150,20,30,287,0,0,0,0.05,0.05,0,0.4,0.1,0.1,0.4,受到具有“弱化效果”的部队攻击进入战斗时，遭受伤害降低10%。,受到魔法攻击进入战斗时，伤害提升10%。,魔物
1000,377,88,https://patchwiki.biligame.com/images/langrisser/thumb/b/bd/h1gi79zp5isqcl077i5oi598wwcukap.png/82px-%E5%A4%B4%E5%83%8F_%E6%B3%A2%E8%B5%9E%E9%B2%81.png,黑暗王子,6791a07df1014a639fcca7a6,407,90,90,波赞鲁,4096,288,150,20,30,287,0,0,0,0.05,0.05,0,0.4,0.1,0.1,0.4,受到远程攻击时，遭受物理伤害降低10%。,受到物理攻击进入战斗时，伤害提升10%。,法师
1000,217,172,https://patchwiki.biligame.com/images/langrisser/thumb/3/3c/98yvb2hy90kx37u1w54btsyv6hox4o3.png/82px-%E5%A4%B4%E5%83%8F_%E5%B8%83%E7%90%B3%E8%BE%BE.png,斗神,6791a07df1014a639fcca7a7,233,90,90,布琳达,4922,346,30,20,150,590,0,0.05,0,0,0,0,0.15,0.35,0.35,0.15,受到远程攻击时，遭受物理伤害降低10%。,与具有“弱化效果”的部队战斗时，伤害提升10%。,枪兵
1000,270,130,https://patchwiki.biligame.com/images/langrisser/thumb/3/3c/98yvb2hy90kx37u1w54btsyv6hox4o3.png/82px-%E5%A4%B4%E5%83%8F_%E5%B8%83%E7%90%B3%E8%BE%BE.png,皇家骑士,6791a07df1014a639fcca7a8,233,90,90,布琳达,4610,320,30,20,150,590,0,0.05,0,0,0,0,0.15,0.35,0.35,0.15,主动攻击进入战斗时，部队遭受伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,骑兵
1000,382,115,https://patchwiki.biligame.com/images/langrisser/thumb/f/f3/fybfnqlh26umbr2psw5a2kw46bxalgg.png/82px-%E5%A4%B4%E5%83%8F_%E8%97%8F%E9%A9%AC.png,前世之力,6791a07df1014a639fcca7a9,579,90,90,藏马,3502,292,150,20,30,262,0,0,0,0,0,0,0.2,0.35,0.15,0.3,受到攻击进入战斗时，遭受魔法伤害降低10%。,范围伤害提升10%。,魔物
1000,382,88,https://patchwiki.biligame.com/images/langrisser/thumb/f/f3/fybfnqlh26umbr2psw5a2kw46bxalgg.png/82px-%E5%A4%B4%E5%83%8F_%E8%97%8F%E9%A9%AC.png,魔蔷薇之棘,6791a07df1014a639fcca7aa,551,90,90,藏马,3489,271,150,20,30,262,0,0,0,0,0,0,0.2,0.35,0.15,0.3,受到近战攻击进入战斗时，遭受物理伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,法师
1000,374,130,https://patchwiki.biligame.com/images/langrisser/thumb/6/60/3zdevwkv9fpzzxtfng3a6ag55pbl4j4.png/82px-%E5%A4%B4%E5%83%8F_%E8%B6%85%E8%B6%8A%E4%B9%8B%E4%BA%BA.png,全世之坏灭,6791a07df1014a639fcca7ab,520,90,90,超越之人,4237,289,150,20,30,256,0,0,0,0,0,0,0.35,0.2,0.15,0.3,遭受范围伤害降低10%。,本部队有6个以上强化状态时，范围伤害提升10%。,魔物
1000,351,99,https://patchwiki.biligame.com/images/langrisser/thumb/6/60/3zdevwkv9fpzzxtfng3a6ag55pbl4j4.png/82px-%E5%A4%B4%E5%83%8F_%E8%B6%85%E8%B6%8A%E4%B9%8B%E4%BA%BA.png,万灵之初诞,6791a07df1014a639fcca7ac,493,90,90,超越之人,3760,269,150,20,30,307,0,0,0,0,0,0,0.35,0.2,0.15,0.3,主动攻击进入战斗时，部队遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,僧侣
1000,283,164,https://patchwiki.biligame.com/images/langrisser/thumb/5/5a/5h8ldlwsqdiroedd8aa7ekydpsfa2r8.png/82px-%E5%A4%B4%E5%83%8F_%E8%BF%AA%E5%93%88%E5%B0%94%E7%89%B9.png,异邦豪侠,6791a07df1014a639fcca7ad,222,90,90,迪哈尔特,4481,304,30,20,150,585,0,0.05,0,0,0,0,0.3,0.35,0.25,0.1,与血量百分比低于自身的部队交战时，进入战斗后遭受伤害降低10%。,与血量百分比低于自身的部队交战时，进入战斗后伤害提升10%。,SP骑兵
1000,283,154,https://patchwiki.biligame.com/images/langrisser/thumb/5/5a/5h8ldlwsqdiroedd8aa7ekydpsfa2r8.png/82px-%E5%A4%B4%E5%83%8F_%E8%BF%AA%E5%93%88%E5%B0%94%E7%89%B9.png,皇家骑士,6791a07df1014a639fcca7ae,222,90,90,迪哈尔特,4326,295,30,20,150,581,0,0.05,0,0,0,0,0.2,0.35,0.35,0.1,主动攻击进入战斗时，部队遭受伤害降低10%。,部队血量低于70%时，暴击伤害提升10%。,骑兵
1000,263,301,https://patchwiki.biligame.com/images/langrisser/thumb/5/5a/5h8ldlwsqdiroedd8aa7ekydpsfa2r8.png/82px-%E5%A4%B4%E5%83%8F_%E8%BF%AA%E5%93%88%E5%B0%94%E7%89%B9.png,大统帅,6791a07df1014a639fcca7af,244,90,90,迪哈尔特,4016,283,30,20,150,553,0,0.05,0,0,0,0,0.2,0.35,0.35,0.1,受到攻击进入战斗时，遭受魔法伤害降低10%。,受到攻击进入战斗时，暴击伤害提升10%。,刺客
1000,314,186,https://patchwiki.biligame.com/images/langrisser/thumb/c/c8/57fozjafgydgfni85m6hylse0qwrr98.png/82px-%E5%A4%B4%E5%83%8F_%E8%BF%AA%E6%AC%A7%E6%96%AF.png,弓骑统帅,6791a07df1014a639fcca7b0,244,90,90,迪欧斯,3281,231,30,20,150,422,0,0,0,0,0,0,0.35,0.35,0.1,0.1,部队血量100%时，遭受伤害降低10%。,部队血量100%时，伤害提高10%。,弓兵
